Year,Artist,Title,Genre,Streams(Millions)
,Master KG,Shine Your Light,Gqom,35
,Disclosure,Ultimatum,UK Funky,35
2021,Jane God,The One,,35
,Jonas Blue,Wild,Tropical House,35
,D.O.D,All Mine,Slap House,35
2022,Lucas Estrada,Bloom,*Deep House,35
,Broiler,Vannski,Dutch House,35
,Cheat Codes,Balenciaga,Bass House,35
,Sam Feldt,Be My Lover,Tropical House,35
,Flume,Ezra,,35
,D.O.D,Like You Do,Garage House,35
,Kordhell,LIKE YXU WXULD KNXW (AUTUMN TREES),Phonk House,35
,Alok,I Miss U,Brazilian Bass,35
,Mickey Valen,Chills - Dark Version,Future Bass,35
2020,Mangoo,EURODANCER 2020,Euro-Trance,35
,Jonas Blue,Still Falling For You,-,35
,Oliver Heldens,Shades Of Grey,Future House,35
,Sonny Fodera,Wired,Diva House,35
,Calvin Harris,Burnin,Melbourne Bounce,35
,Timmy Trumpet,Stay Mine,Electro House,35
,David Guetta,One Love,Electro House,35
,KSHMR,Bazaar,Melbourne Bounce,35
,Oliver Heldens,Lift Me Up,Electro House,35
,TELYKAST,Unbreakable,Slap House,35
,Steve Void,POPSTAR,Slap House,35
,Chris Lake,Deceiver,Tech House,35
,Audien,One More Weekend,,35
,Fedde Le Grand,Side Effects,,35
,Don Diablo,Heaven To Me,Future House,35
,Kygo,Midnight,Tropical House,35
,KVSH,Sede Pra Te Ver,,35
,M-22,After Hours,-,35
,Tiësto,Halfway There,Electro House,35
,Hippie Sabotage,Waiting Too Long,-,34
,Above & Beyond,We're All We Need,Festival Progressive House,34
,Orbital,Halcyon + On + On,Ibiza Trance,34
,SNBRN,Gangsta Walk,House,34
2015,Stonebank,Stronger,UK Hardcore,34
,Robin Schulz,Sun Is Shining,Future House,34
,Unknown Brain ,Perfect 10,Future Bass,34
,Martin Jensen,I Could Get Used To This,-,34
,Lucas Schreiner,you broke me first,Future House,34
2022,The Blessed Madonna,Serotonin Moonbeams,Garage House,34
,Orbital,Halcyon + On + On,Ambient Techno,34
,Lane 8,Fingerprint,-,34
,REZZ,Hypnocurrency,Midtempo Bass,34
,Don Diablo,Levitating,Future House,34
2024,The Blessed Madonna,Happier,Diva House,34
,Cheat Codes,Queen Elizabeth,Tropical House,34
,Sjaak,Trompetisto,-,34
,David Guetta,Yesterday,Festival Progressive House,34
,Axwell,Belong,Festival Progressive House,34
,SG Lewis,Aura,Deep House,34
,Seeb,Fade Out,Future Bass,34
,K-391,Aurora,Future Bass,34
2023,Lucas Estrada,Ghost Town,Slap House,34
,James Vickery,Pressure,Future Bass,34
,Brennan Heart,Ride With Me,Euphoric Hardstyle,34
,Cheat Codes,On My Life,Future Bass,34
,ODESZA,Kusanagi,Wonky,34
,Hungria Hip Hop,Psicose,-,34
,Oliver Heldens,You Know,Future House,34
,Ofenbach,OK,,34
,Sigala,Living Without You,Garage House,34
,Bob Sinclar,Someone Who Needs Me,Future House,34
,W&W,How Many,Dutch House,34
,ILLENIUM,It's All On U,Future Bass,34
2023,The Blessed Madonna,Happier,Euro House,34
,GoldFish,You Might Be,,34
,MEDUZA,Upside Down,Progressive House,34
,Curbi,Vertigo,Slap House,34
,Orbital,Halcyon + On + On,Techno,34
,ATB,Ecstasy,Ibiza Trance,34
2016,Alan Walker,After The Afterparty,Electropop [EDM],34
,Trinix,Replay,,34
,SNBRN,Gangsta Walk,Hip House,34
,Kordhell,FATALITY,Phonk House,34
,Kygo,Beautiful ,,34
,Martin Garrix,Game Over,Bass House,34
,Flosstradamus,Soundclash,Trap,34
,Claptone,Cold Heart,Tech House,34
,MEDUZA,Upside Down,Tech House,34
,MC Livinho,Rebeca,Contemporary R&B,34
,Fred again..,Dermot (See Yourself In My Eyes),Future Garage,34
,CamelPhat,Right Here Right Now,Tech House,34
,Rival,Willow Tree,Melodic Dubstep,34
,Adventure Club,Crash 2.0,Festival Progressive House,34
,S3RL,Hentai,Powerstomp,34
,OMI,Drop In The Ocean,Tropical House,34
,Vintage Culture,My Girl,Tech House,34
,SG Lewis,Time,Nu-Disco,34
,David Guetta,Baby When The Light,Electro House,34
,Kygo,Someday,,34
,Paul Kalkbrenner,Dockyard,,34
2020,Charli XCX,Claws,Bubblegum Bass,34
,Example,All Night,Tech House,34
,Fred again..,Dermot (See Yourself In My Eyes),UK Funky,34
,Martin Garrix,Game Over,Future Bounce,34
,Matoma,Slow,Future Bass,34
,James Blake,The Wilhelm Scream,UK Bass,34
,Da Tweekaz,The Calling,Euphoric Hardstyle,34
,Quintino ,Good Vibes,Future Bass,34
,Mike Perry,Bloodshot,,34
,Above & Beyond,We're All We Need,Vocal Trance,34
,ATB,Ecstasy,Vocal Trance,34
,NEFFEX,Greatest,,34
,Dubdogz,Ainda Gosto Dela,Slap House,34
,Martin Garrix,Proxy,Big Room house,34
,Nu Aspect,Light,-,34
,KVSH,Eu Não Valuo Nada,,34
,Lucas Schreiner,Say You Won't Let Go,,34
,S3RL,Hentai,UK Hardcore,34
,Major Lazer,C'est Cuit,,34
,Martin Garrix,WIEE,Future Bounce,34
,Lucas & Steve,Say My Name,Garage House,34
,Seeb,Kiss Somebody,,34
,ItaloBrothers,Till You Drop,Drumstep,34
,Sevenn,Loco Papi,Brazilian Bass,34
,Imanbek,The Best Part Of Life,,34
,Hayden James,Favours,,34
,Matoma,Adventure Of A Lifetime,Tropical House,34
,Sound Of Legend,Blue (Da Ba Dee),,34
,Gaullin,Lalalalala,Slap House,34
,Axwell /\ Ingrosso ,Thinking About You,Future House,34
,BEAUZ,Outerspace,Slap House,34
,W&W,How Many,Big Room House,34
,Martin Garrix,Game Over,Electro House,34
2020,Quintino ,Switch Back,Big Room House,34
,Lucas Schreiner,you broke me first,Slap House,34
2018,Borgeous,Make Me Yours,*Festival Progressive House,34
,ILLENIUM,It's All On U,Melodic Dubstep,34
,Krewella,Team,Moombahton,34
,Orbital,Halcyon + On + On,Ambient House,34
,Hippie Sabotage,High Enough,,34
,Alle Farben,As Far As Feelings Go,,34
,Jessie J,Laserlight,Festival Progressive House,34
,Ryan Riback,I Like Me Better,,34
,RÜFÜS DU SOL,New Sky,,34
,Avicii,Talk To Myself,Funky House,34
,Elephante,Plans,,33
,Fox Stevenson,Bruises,Dancefloor Drum & Bass,33
,Axwell,Barricade,Big Room House,33
,KSHMR,Neverland,Melbourne Bounce,33
,VINAI,Touch,Slap House,33
,Tevvez,Zeus,Euphoric Hardstyle,33
,Bassjackers,Derp,Electro House,33
,Zomboy,Lone Wolf,Brostep,33
,Hardwell,Dare You,Festival Progressive House,33
,Njomza,Ridin Solo,,33
,The Chainsmokers,Dreaming,,33
,DubVision,Electricity,Festival Progressive House,33
,KAYTRANADA,LITE SPOTS,Funky House,33
,Riton,Ginger,Hip House,33
,DJ Antoine,La Vie En Rose,,33
,Scooter,Paul Is Dead,UK Hardcore,33
,Nicky Romero,Lighthouse,Festival Progressive House,33
,Jai Wolf,Feels,,33
,David Guetta,Night Of Your Life,Electro House,33
2016,Sondr,Survivng,,33
,Porter Robinson,Lionhearted,Electro House,33
,Vigiland,Take This Ride,,33
,Imanbek,VALENTINO,Slap House,33
,Sigma,Here We Go Again,Future Bass,33
,KAYTRANADA,VIVID DREAMS,Wonky,33
,Argy,Aria,Melodic Techno,33
,Darius & Finlay,Do It All Night 2K12,Electro House,33
,Gryffin,After You,Future Bass,33
,TheFatRat,Never Be Alone,Festival Progressive House,33
,Axwell,Barricade,Electro House,33
,Armin van Buuren,Wild Wild Son,Melodic Dubstep,33
,TheFatRat,Never Be Alone,Electro House,33
,Kaskade,Atmosphere,Festival Progressive House,33
,LANNÉ,Lady,,33
,TheFatRat,We'll Meet Again,Glitch Hop,33
,Hardwell,Summer Air,Festival Progressive House,33
,Daft Punk,Revolution 908,Funky House,33
,Sam Feldt,Wishing Well,Tropical House,33
2014,Rootkit,Against The Sun,Drumstep,33
,TNGHT,Higher Ground,Trap,33
,Merk & Kremont,Sad Story (Out Of Luck),Future House,33
2017,Jawster,Grind Me Down,*Hybrid Trap,33
,BURNS,Hands On Me,-,33
,James Hype,Drums,Tech House,33
,Porter Robinson,Lionhearted,Synthpop,33
,Topic,Alien,Future House,33
,Faithless,We Come 1,Tech Trance,33
,Tchami,Shades,Future House,33
,Solomun,The Way Back,,33
,Bruno Martini,Road,Tropical House,33
,Lonely In The Rain,Feel This Way,Tropical House,33
,Ümmet Özcan,Raise Your Hands,Big Room House,33
,Eric Prydz,Midnight City,,33
,KSHMR,Neverland,Big Room House,33
,Mike Candys,Push It,-,33
,Trinix,The Magic Key,,33
2019,Wax Motif,WET,G-House,33
,Cascada,Miracle,Hands Up,33
2020,Parx,Feel Right Now,,33
2020,SOMMA,I Can't Sleep,,33
2022,RAIZHELL,Move Your Body,Phonk House,33
,Satin Jackets,You Make Me Feel Good,Nu-Disco,33
,Mike Candys,Vibe,,33
,Armand Van Helden,I Need A Painkiller,Tech House,33
,Cascada,Miracle,Euro-Trance,33
,SIDEPIECE,Together,Tech House,33
2019,Refuzion,Around The World (La La La),,33
,Deorro,Bootie In Your Face (No Rock Drop),Melbourne Bounce,33
,Jason Derulo,Saturday/Sunday,Garage House,33
,EDX,All I Know,Future House,33
,Daft Punk,Revolution 908,French House,33
,Riton,Ginger,Future House,33
,Rooftime,Don't Let It Go,,33
,The Him,Nothing On Us,Future Bounce,33
,Cedric Gervais,Say My Name,Festival Progressive House,33
,Hybrid Minds,Let Me Hold You,-,33
,Wideboys,Swagger Jagger,,33
,Tiësto,Coffee (Give Me Something),Progressive House,33
,Y.V.E. 48,Let You Know,,33
,Anyma,Eterntiy,Melodic Techno,33
,Faithless,We Come 1,Progressive House,33
,INNA,Everybody,,33
,Scooter,One (Always Hardcore),Hands Up,33
,Romy,Strong,Progressive Trance,33
,Porter Robinson,Something Comforting,Uplifting Trance,33
,Romy,Strong,Vocal Trance,33
,Chris Lorenzo,Take Me As I Am,Jump-Up,33
2015,KYANU,Everytime We Touch,,33
2014,Rootkit,Against The Sun,Melodic Dubstep,33
,Harris & Ford,Nachbarn,Hardstyle,33
,Petit Biscuit,We Were Young,Tropical House,33
,Yellow Claw,Open,,33
,Yellow Claw,Beastmode,,33
,W&W,Rave After Rave,Big Room House,33
2023,Noizu,Push To Start,Tech House,33
,Eden Prince,Deep End,,33
,Bassjackers,Derp,Big Room House,33
,2 Brothers On The 4th Floor,Never Alone,Eurodance,33
,Major Lazer,Hell & High Water,,32
2023,K Motionz,Vino Bandit,Dancefloor Drum & Bass,32
,Steve Aoki,Rage The Night Away,Electro House,32
2001,French Affair,Sexy,Eurodance,32
,Tujamo,Riverside (Reloaded),Big Room House,32
,Hardwell,Run Wild,Big Room House,32
2022,MoonDiety,GO!,-,32
2001,French Affair,Sexy,Euro House,32
2022,Knock2,dashstar* - VIP Remix,Bass House,32
2010,Akcent,That's My Name,Romanian Popcorn,32
,Kaskade,US,Bass House,32
,DROELOE,Lines Of The Broken,Future Bass,32
,Far East Movement,The Illest,Trap,32
,Porter Robinson,Sea Of Voices,Synthpop,32
,Dizzee Rascal,Hype,Hip House,32
,Dizzee Rascal,Hype,Bassline,32
,Galantis,Holy Water,Tropical House,32
,Haddaway,What Is Love - Reloaded,Eurodance,32
,Tungevaag & Raaban,Take Me Away,Tropical House,32
,deadmau5,Sofi Needs A Ladder,Hip House,32
,INNA,Nirvana,Tropical House,32
,Avicii,Peace Of Mind,Progressive House,32
,Aanysa,Burn Break Crash,Future Bass,32
,Gesaffelstein,Aleph,New Beat,32
,Dada Life,Born To Rage,Electro House,32
,Deepend,"i hate u, i love u",,32
,Lucky Luke,Give It To Me,,32
,Bob Sinclar,Til The Sun Rise Up,Electro House,32
,deadmau3,Sofi Needs A Ladder,Electro House,32
,Mau P,Gimme That Bounce,,32
,Vintage Culture,Drinkee,,32
,Strange Fruits Music,Ain't No Sunshine,,32
,Steve Aoki,Rage The Night Away,Big Room House,32
,SNBRN,Raindrops,Tech House,32
,Whethan,Falling,Wonky,32
,Kaskade,US,Future House,32
,MK,Better,Garage House,32
,DubVision,New Memories,Festival Progressive House,32
,Syn Cole,Who You Are,Festival Progressive House,32
,KREAM,Drowning,,32
,Peggy Gou,Can't Get You Out Of My Head,Euro House,32
,Lost Frequencies,All Or Nothing,-,32
,Bob Sinclar,Til The Sun Rise Up,Future House,32
,Headhunterz,Our Church,Euphoric Hardstyle,32
,KAYTRANADA,The Worst In Me,Deep House,32
,Graham Bell,Xplode,Big Room House,32
,Tungevaag,Ride With Me,Future Bass,32
,Odetari,HYPNOTIC DATA,,32
,Sunlike Brothers,I Kissed A Girl,,32
,David Guetta,Pa' La Cultura,Moombahton,32
,Bru-C,Mesmerised,,32
,Steve Aoki,Rage The Night Away,Hip House,32
,Syn Cole,Feels Like Love,,32
,Feed Me,One Click Headshot,,32
,Ninetoes,Finder,Tech House,32
,Cages,Turn Off The Lights,,32
,CVBZ,2 Gone,,32
,Solomun,Friends,,32
,R3HAB,Hate Me,-,32
,Desmeon,Hellcat,Drumstep,32
,Black Box,Everybody Everybody,Italo House,32
,ItaloBrothers,Down For The Ride,Italo House,32
,Showtek,We Like To Party,Big Room House,32
,Unknown Brain ,War Zone,Tropical House,32
,Kylie Mingoue,A Second To Midnight,Nu-Disco,32
,Klangkarussell,Home,-,32
,Vicetone,United We Dance,Festival Progressive House,32
,G-Eazy,No Less,-,32
,Four Tet,Lush,,32
,French Kiwi Juice,Lying Together,-,32
,Tujamo,Riverside (Reloaded),Melbourne Bounce,32
,Audien,Leaving You,Festival Progressive House,32
,Vintage Culture,Doses & Mimosas,Brazilian Bass,32
,Peggy Gou,Can't Get You Out Of My Head,Italo House,32
,Alan Walker,Calma,Future House,32
,Trinix,Emorio,Brazilian Bass,32
,Tristam,Till It's Over,Moombahcore,32
,ItaloBrothers,Down For The Ride,Brazilian Bass,32
,Ninetoes,Finder,Latin House,32
,Gesaffelstein,Aleph,Midtempo Bass,32
,Kygo,Serious,,32
,Graham Bell,Xplode,Big Room Trance,32
,Disclosure,Feel Like i Do,,32
,Black Box,Everybody Everybody,Diva House,32
,Dimitri Vegas & Like Mike,She Knows,Guaracha,32
,ILLENIUM,Hearts On Fire,Melodic Dubstep,32
,ILLENIUM,Reverie,Melodic Dubstep,32
,Zonderling,Sensational,,32
,Cheat Codes,Nights With You,,32
,AFROJACK,Wave Your Flag,Moombahton,32
,SNBRN,Raindrops,Euro House,32
,Major Lazer,Nobody Has To Know,Electro House,32
,Layto,Ghost Town,,32
,K-391,Summertime,Electro House,32
,Davai,Tear Me Down,,32
,Madison Mars,Milky Way,Future House,32
,Zedd,Papercut,Progressive House,32
,Big Wild,Aftergold,Future Bass,32
,LUM!X,Perfect,,32
,Lewis Thompson,Take Me Back,Future House,32
,deadmau4,Sofi Needs A Ladder,Electroclash,32
,Wiguez,Royalty,,32
,Wilkinson,All For You,Dancefloor Drum & Bass,32
,Louis La Roche,go with u,,32
,Macky Gee,Black Widow,Jump-Up,32
,Tobu,Sunburst,Festival Progressive House,32
,Mark Mendy,"Weekned (Party Sleep, Repeat)",,31
2016,Arc North,Meant To Be,Tropical House,31
,Alan Walker,Sheep,,31
,Vicetone,No Way Out,Festival Progressive House,31
,Alison Wonderland,Anything,Future House,31
,Rain Man,Bring Back The Summer,Future Bass,31
,Slushii,So Long,Future Bass,31
,Daft Punk,High Life,French House,31
,Oliver Heldens,Waiting,Funky House,31
,Shallou,All Your Days,,31
,Deepend,Waiting For Summer,,31
,Slushii,Twinbow,Future Bass,31
,Hardwell,A Sky Full Of Stars,Festival Progressive House,31
,BLR,Taj,,31
,Oliver Heldens,Melody,Future House,31
2024,Galantis,Lighter,Future House,31
,Röyksopp,So Easy,,31
,Alison Wonderland,Anything,Tech House,31
,Avicii,Never Leave Me,Tropical House,31
2022,SICK CVNT,EVERYTIME WE TOUCH,,31
,David Guetta,Blast Off,Electro House,31
,Porter Robinson,Look At The Sky,Synthpop,31
2024,bbno$,it boy,Bass House,31
2020,SOMMA,Howling,,31
,Lucas & Steve,Long Way Home,Future House,31
,Calvin Harris,I'm Not Alone - 2019 Remix,,31
,Daft Punk,Television Rules the Nation,,31
,NGHTMRE,REDLIGHT,Hybrid Trap,31
,NOTD,Cry Dancing,Nu-Disco,31
,James Carter,Tell Me,Slap House,31
,Major Lazer,All My Love,Moombahton,31
,Lost Frequencies,Cold Water,,31
,Rita Ora,Bang Bang,Slap House,31
,Lucas Estrada,Everything With You,,31
,Felix Jaehn,All For Love,Festival Progressive House,31
,Lucas Estrada,Blinding Lights,,31
,Steve Aoki,Mambo,Hip House,31
,Faithless,Insomnia - Monster Mix,,31
,Martin Jensen,Only Want You,,31
,Sash!,Stay,Vocal Trance,31
,Purple Disco Machine,In My Arms,Nu-Disco,31
,Tiësto,Traffic,Tech Trance,31
,John Summit,Make Me Feel,Tech House,31
,AREA21,Glad You Came,Glitch Hop,31
,Brookes Brothers,Only One,,31
,DJ Matrix,Courmayeur,,31
,Galimatias,Drift,Wonky,31
,Elderbrook,Feels Like A Sunday,,31
2024,bbno$,it boy,Hip House,31
,Alesso,In The Middle,G-House,31
,Oliver Heldens,Waiting,Future House,31
,Timmy Trumpet,Al Pacino,Melbourne Bounce,31
,Knife Party,Boss Mode,Trap,31
,The Streets,Has It Come To This?,UK Garage,31
,Major Lazer,Light It Up,Moombahton,31
,Galantis,Shape Of You,Pop,31
,Avicii,Ain't A Thing,Tropical House,31
,Alesso,In The Middle,Tech House,31
,NOTD,Cry Dancing,Tropical House,31
,Elephante,Dynasty,,31
,TELYKAST,Nobody To Love,Slap House,31
,Mike Williams,Day Or Night,Future Bounce,31
,Alok,Run Into Trouble,Slap House,31
,Zac Samuel,Who Do You Think Of?,,31
,Flume,Take A Chance,,31
,Harris & Ford,Irrenhaus,,31
,Knife Party,Boss Mode,Festival Trap,31
,Daft Punk,Superheroes,French House,31
,Rita Ora,Bang Bang,Euro House,31
,Steve Aoki,Rave,Big Room House,31
,Alan Walker,All Night,-,31
,Krewella,Killin' It,Drumstep,31
,Lindsey Stirling,Master Of Tides,-,31
,3LAU,Is It Love,Deep House,31
,Porter Robinson,Flicker,Midtempo Bass,31
,Krewella,Killin' It,Brostep,31
,Gordo,Hombres y Mujeres,Hip House,31
,Zeds Dead,Blame,Brostep,31
2014,Pegboard Nerds,Hero,Brostep,31
,Whethan,Radar,,31
,Tiësto,Paradise - Tiësto Remix,,31
,Syn Cole,Getaway - VIP ,,31
,Tiësto,Traffic,Trance,31
,MK,2AM,Future House,31
,Alan Walker,Shut Up,-,31
,MK,2AM,Garage House,31
,Hardwell,How You Love Me,Dancehall,31
,Vintage Culture,Sweet Deposition,Brazilian Bass,31
,Garmiani,Epic,-,31
2020,Marc Benjamin,Too Much,*Future House,31
,AREA21,Glad You Came,Twerk,31
,Louis The Child,Save Me From Myself,,31
,R3HAB,Youngblood,-,31
,MEDUZA,Pegasus,Progressive House,31
,Porter Robinson,Look At The Sky,Progressive House,31
,Gordo,Hombres y Mujeres,Tech House,31
,Marshmello,Check This Out,Trap,31
,Lost Frequencies,Thunderclouds,Electro House,31
,Alok,Run Into Trouble,Brazilian Bass,31
,Jamie xx,Stranger In A Room,,31
,Sultan + Shepard,Almost Home,,31
,Rain Man,Bring Back The Summer,Trap,31
,Juicy J,Turn Down For What,Twerk,31
,Hollywood Undead,Party By Myself,Brostep,31
,Mike Williams,Day Or Night,Big Room House,31
2014,Pegboard Nerds,Hero,Hardstyle,31
,220 KID,Too Many Nights,-,31
,Kygo,With You,Tropical House,31
,Mike Candys,2013 (If The World Would End),Festival Progressive House,31
2001,Groove Coverage,Moonlight Shadow,Hands Up,31
,Steve Aoki,Mambo,Guaracha,31
,YouNotUs,I Swear,,31
,Dash Berlin,Faded,,31
,Chico & Tonio,Daddy DJ,Eurodance,31
,Hardwell,How You Love Me,Dance-Pop,31
,Jebroer,Flitsmeister,,31
,Ungled,If We Ever,Drum & Bass,31
,Alok,Bella Ciao,Brazilian Bass,31
2021,Aktive,Higher,*Jump-Up,31
,Daft Punk,Superheroes,Hi-NRG,31
,NERO,Dreams,Midtempo Bass,31
,SG Lewis,Hurting,Deep House,31
,BICEP,Atlas,Progressive Breaks,31
,DJ Fresh,Louder,Dubstep,31
,Lucky Luke,Wonderwall,,31
,A-Trak,Nobody Else,-,31
,BICEP,Atlas,UK Bass,31
,Galantis,Shape Of You,Dancehall,31
,Strange Fruits Music,Highest In The Room,Slap House,31
,The Streets,Has It Come To This?,2-Step,31
,Mike Candys,2012 (If The World Would End),Electro House,31
,SG Lewis,Hurting,UK Funky,31
2018,Kanine,Want You,Jump-Up,31
,Avicii,You Make Me - VIP Remix,Electro House,31
,DVBBS,This Is Dirty,Big Room House,31
,Joel Corry,Bad Habits,Slap House,31
,Gesaffelstein,Opr,Midtempo Bass,31
,Sash!,Stay,Euro-Trance,31
,Dillon Francis,Touch,-,31
,Chase & Status,Alive,Drum & Bass,30
2020,Steff da Campo,Say Say Say (Waiting 4 U),Electro House,30
,Curbi,Flying,Bass House,30
,SLANDER,Potions,Heaven Trap,30
,NEFFEX,Go!,-,30
2018,SJUR,Rich & Famous,*Tropical House,30
2024,Lost Frequencies,Black Friday (Pretty Like The Sun),Tropical House,30
,GoldLink,Meditation,Hip House,30
,Apashe,Dies Irae,,30
,DJ Snake,Sahara,Hybrid Trap,30
,Alle Farben,Let It Rain Down,Slap House,30
,Paul Kalkbrenner,Parachute,Deep House,30
,DJ Jean,The Launch,UK Hard House,30
,NERO,Ghosts 'n' Stuff,,30
,LMFAO,I'm In Miami Bitch,Electro,30
,Mat Sassari,Give It To Me,Tech House,30
,KREAM,Take Control,Tech House,30
,Alison Wonderland,New Rules,Festival Trap,30
,Alok,Love Is A Temple,Trap,30
,Serhat Durmus,My Feelings,Trap,30
,Digitalism,Pogo,Electroclash,30
,AlunaGeorge,Forget About Me,Tropical House,30
,Years & Years,Meteroite,Nu-Disco,30
,Martin Jensen,Carry On,House,30
,Oliver Heldens,Ferrari,Future House,30
,Ava Max,Ghost,Euro House,30
,De Hofnar,Zonnestraal,Deep House,30
,Vintage Culture,This Feeling,Tech House,30
2016,Naxxos,Somewhere New,*Future Bass,30
,Scooter,Hyper Hyper,Acidcore,30
,Major Lazer,Roll The Bass,Jungle Terror,30
,Scooter,Hyper Hyper,Happy Hardcore,30
2020,Noizu,Summer 91,Funky House,30
,Madeon,Icarus,Complextro,30
,GoldLink,Get It Right,Future Bass,30
,Dimitri Vegas & Like Mike,Heaven,Slap House,30
,Elderbrook,Bird Song,,30
,R3HAB,Si Me Dices Que Sí,,30
,RÜFÜS DU SOL,Desert Night,,30
,deadmau5,4ware,,30
,Broiler,It's You,,30
,Seven Kayne,Buenos Aires,-,30
,Kungs,Be Right Here,House,30
,Burak Yeter,Ciao Adios,,30
,Bombs Away,Threnody,,30
,Duke Dumont,Therapy,Euro House,30
,R3HAB,Now Or Never,,30
,Ava Max,Ghost,Diva House,30
,Lucas Schreiner,SNAP,,30
,Kyco,Oasis,,30
,Klangkarussell,Shipwreck,,30
,2 Chainz,Bubble Butt,Twerk,30
,Alesso,If It Wasn't For You,Festival Progressive House,30
,Dubdogz,Pumped Up Kicks,,30
,Tiësto,Acorde?o,Brazilian Bass,30
1992,Heaven 17,Temptation,House,30
,Firebeatz,One Thing Right,,30
2018,Darren Styles,Switch,Powerstomp,30
,Prezioso,Halo,-,30
,Paul Kalkbrenner,Parachute,Progressive House,30
,Good Times Ahead,Feel It,Future Bass,30
,Borgeous,FRIENDS,,30
2020,Steff da Campo,Say Say Say (Waiting 4 U),Future House,30
2020,Two Friends,Looking At You,Slap House,30
2020,Vicetone,Animal,Festival Progressive House,30
2020,Vicetone,Animal,Electro House,30
